Mar Lodge Spreadsheet,abh_number,b&f_number,wiemers_checklist_number,k&r_number,scientific_name ,common_name ,family,england ,scotland ,wales ,northern_ireland,republic_of_ireland,reintroduced,immigrant ,resident,extinct_gb ,extinct_i,red_list_gb ,red_list_ireland,gb_10_km_squares_(2000-2016),ireland_10_km_squares_(2000-2016),rarirty_gb,long_term_distribution_trend_gb,sig_long_term_distribution_trend_gb,range_long_term_distribution_trend_gb,short_term_distribution_trend_gb,sig_short_term_distribution_trend_gb,range_short_term_distribution_trend_gb,abundance_trend_gb,sig_abundance_trend_gb,range_abundance_trend_gb ,diurnal ,nocturnal ,easily_disturbed_by_day,communal_or_nest,below_ground,leaf_litter_moss_on_ground_soil_surface,hostplant_external,hostplant_internal_stem,hostplant_internal_root,other_vegetation_external,stone_inc_walls,dead_rotten_wood ,wingless_reduced_wing_female,forewing_minimum,forewing_maximum,estimated_dry_mass,obligate_univoltine,obligate_multivoltine,partial_generation,phenology_shift,sig_phenology_shift,egg_jan,egg_feb,egg_mar,egg_apr,egg_may,egg_jun,egg_jul,egg_aug,egg_sep,egg_oct,egg_nov,egg_dec,lar_jan,lar_feb,lar_mar,lar_apr,lar_may,lar_jun,lar_july,lar_aug,lar_sep,lar_oct,lar_nov,lar_dec,lar_multiple,pup_jan,pup_feb,pup_mar,pup_apr,pup_may,pup_jun,pup_jul,pup_aug,pup_sep,pup_oct,pup_nov,pup_dec,pup_multiple,ad_jan,ad_feb,ad_mar,ad_apr,ad_may,ad_jun,ad_jul,ad_agu,ad_sep,ad_oct,ad_nov,ad_dec,egg,larva,pupa,adult,specificity ,number_hostplants,hostplant_or_hostplant_category,hostplant_or_hostplant_category_scientific,hostplant_native_or_non-native,light_value,moisture_value,reaction,nitrogen,salt_tolerance,sedges,rushes,grasses ,forbs,ferns,broadleaf_trees,coniferous_trees,shrubs_dwarf_shrubs,mosses,lichens_algae,fungi,slime_moulds,detritus,aquatic_plants,dead_withered_leaves,live_dead_invertebrates_meat,galls,stored_goods,other,roots,stem_shoot,trunk_branches,seeds_berries_fruits,flowers_flower_buds_catkins,leaves_leaf_buds_fronds_external,leaves_internal_mines,other,willow Salix spp,birches Betula spp,Blackthorn (Prunus spinosa),oaks Quercus spp,Hawthorn Crataegus monogyna,docks Rumex spp,Hazel Corylus avellana,Heather Calluna vulgaris,grasses ,Bramble Rubus fruticosus,Bilberry Vaccinium myrtillus,Alder Alnus glutinosa,Pedunculate Oak Quercus robur,Aspen Populus tremula,elms Ulmus spp.,dandelions Taraxacum spp., Downy Birch Betula pubescens,hawthorns Crataegus spp.,Beech Fagus sylvatica,Honeysuckle Lonicera periclymenum,1. Woodland,1a_broadleaved_woodland,1b_coniferious_woodland,1c_scrub_and_hedgerows,1d_wet_woodland_alder_willow_carr,2_heathland,3_moorland,moorland_specialist,4_grassland,4a_calcareou_grassland,4b_wet_grassland,4c_acid_grassland,5_wetlands,5a_bog_mosses_mires,5b_fens_and_marshes,5c_reedbeds,6a_sand_dunes,6b_saltmarsh,6c_rocky_coast,6d_coastal_shingle,7_montane_upland,8_other,conifer_specialist,broadleaf_specialist,grass_specialist,dward_shrub_specialist
1,70.098,1762,,8343,Dysstroma citrata,Dark Marbled Carpet,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1428,260,,-0.26,Y,1970 - 2016,0.151,N,2000 - 2016,0.279,N,1970 - 2016,,1,1,,,1,,,,,,,,14,19,12.4,1,,,-5.5,Y,1,1,1,,,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,,,,,1,1,,,,,,,,,,,,1,1,1,1,1,,,1,,,,Polyphagous,6,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,1,,,1,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,3,,,1,,
1,70.1,1776,,8385,Colostygia pectinataria,Green Carpet,Geometridae,1,1,1,1,1,,,1,,,LC,LC,2247,406,,0.68,Y,1970 - 2016,0.172,Y,2000 - 2016,4.044,Y,1970 - 2016,,1,1,,1,,,,,,,,,12,15,7.4,1,1,,,,,,,,,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,,,,,,,,,,,,,1,1,1,1,1,1,,,,1,,,Polyphagous,7,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,1,1,,1,,,,,1,,,,3,,,,,
1,70.115,1873,,8652,Venusia cambrica,Welsh Wave,Geometridae,1,1,1,1,1,,,1,,,LC,LC,523,74,,-0.35,Y,1970 - 2016,-0.23,N,2000 - 2016,-0.482,N,1970 - 2016,,1,,,,1,,,,,,,,13,15,8.1,1,,,-8.6,Y,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,1,1,1,1,1,1,,,,1,1,1,,,,,,1,1,1,1,,,,,,,1,,Polyphagous,3,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,2,,,1,,
1,70.151,1817,,8484,Eupithecia pulchellata,Foxglove Pug,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1716,174,,0.73,Y,1970 - 2016,-0.003,N,2000 - 2016,-0.277,N,1970 - 2016,,1,1,,1,,,,,,,,,10,12,4.4,1,,,-8,Y,,,,,,1,,,,,,,,,,,,1,1,1,,,,,,1,1,1,1,,,,,1,1,1,1,,,,,1,1,1,1,1,,,,,,,1,,Monophagous,1,Foxglove Digitalis purpurea,Digitalis purpurea,1,6,6,4,5,0,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,1,1,,,,,,,,,1,,3,,,,,
1,70.158,1854,,8583,Eupithecia pusillata,Juniper Pug,Geometridae,1,1,1,1,1,,,1,,,VU,LC,594,22,,0.09,N,1970 - 2016,-0.269,N,2000 - 2016,-0.844,Y,1986 - 2016,1,1,,,,,1,,,,,,,9,11,3.4,1,,,-1.7,Y,1,1,1,,,,,,,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,1,,,,Oligophagous (Family),4,, ,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,3,,,,,
1,70.168,1846,,8570,Eupithecia nanata,Narrow-winged Pug,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1308,227,,0.33,Y,1970 - 2016,-0.253,N,2000 - 2016,-0.621,Y,1970 - 2016,,1,1,,1,,,,,,,,,9,12,3.9,1,1,,,,,,,,,1,,1,,,,,,,,,,,1,1,1,?,,,,1,1,1,,,,1,1,,,1,1,,,,,1,1,1,1,1,1,,,,,,1,,Monophagous,1,Heather Calluna vulgaris,Calluna vulgaris,1,7,6,2,2,0,,,,,,,3,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,3,,,,,
1,70.179,1830,,8527,Eupithecia absinthiata,Wormwood Pug / Ling Pug,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1549,204,,0.72,Y,1970 - 2016,0.019,N,2000 - 2016,-0.381,N,1986 - 2016,,1,,,1,,,,,,,,,11,13,5.5,1,,,3.2,Y,,,,,,,1,,,,,,,,,,,,1,1,1,1,,,,1,1,1,1,1,,,,,,1,1,,,,,,1,1,1,1,,,,,,,1,,Polyphagous,16,, ,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,1,1,,,1,1,,1,,,1,,,,,,,,,3,,,,,
1,70.192,1867,,8620,Aplocera plagiata,Treble-bar,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1087,119,,-0.48,Y,1970 - 2016,-0.124,N,2000 - 2016,-0.567,N,1970 - 2016,,1,1,,1,,,,,,,,,19,22,21.6,1,1,,,,,,,,,1,,1,1,,,,1,1,1,1,,1,1,1,1,1,1,1,,,,,1,1,1,,1,,,,,,,,,,1,1,1,1,1,1,,,,,1,,Oligophagous (Genus),1,St John’s-worts Hypericum spp.,Hypericum spp.,1,7,6,5,3,0,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,1,1,,1,,,,,,,,,,,,,,
1,70.211,1889,,3933,Macaria notata,Peacock Moth,Geometridae,1,1,1,,1,,,1,,,LC,LC,570,10,,0.03,N,1980 - 2016,-0.28,N,2000 - 2016,3.004,Y,1970 - 2016,,1,1,,,1,,,,,,,,14,16,9.7,1,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,?,,,,,1,1,1,1,1,1,,,1,1,1,1,,,,,1,1,1,1,1,1,,,,,,1,,Oligophagous (Genus),3,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,3,,,1,,
1,70.214,1893,,7542,Macaria liturata,Tawny-barred Angle,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1385,135,,-0.19,Y,1970 - 2016,-0.073,N,2000 - 2016,-0.382,N,1970 - 2016,,1,1,,1,1,,,,,,,,14,17,10.6,1,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,,,,1,1,1,1,1,,,,,1,1,1,,,,,,1,1,1,1,1,,,,,,1,,Oligophagous (Family),2,, ,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,3,,,,,
1,70.226,1906,,7613,Opisthograptis luteolata,Brimstone Moth,Geometridae,1,1,1,1,1,,,1,,,LC,LC,2251,500,,0.08,Y,1970 - 2016,0.041,N,2000 - 2016,-0.121,N,1970 - 2016,,1,1,,,1,1,,,,,,,14,21,14.4,1,1,1,,,,,,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,,,,,1,1,1,1,1,1,,,,,1,1,,Polyphagous,3,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,1,,,1,1,,1,,,,,,,,,,,,,,,,,3,,,1,,
1,70.241,1921,,7654,Crocallis elinguaria,Scalloped Oak,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1916,385,,0,N,1970 - 2016,0.083,N,2000 - 2016,-0.689,Y,1970 - 2016,,1,,,1,1,,,,,,,,18,22,20.3,1,,,-12.7,Y,1,1,1,,,,,,1,1,1,1,,,1,1,1,1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,1,,,,,1,,,,Polyphagous,18,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,,,1,,,1,,,,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,3,,,1,,
1,70.252,1931,,7686,Biston betularia,Peppered Moth,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1977,393,,0.4,Y,1970 - 2016,0.064,N,2000 - 2016,-0.78,Y,1970 - 2016,,1,,,1,,,,,,,,,22,28,36,1,,,-7.3,Y,,,,,,1,1,1,,,,,,,,,,,1,1,1,,,,,1,1,1,1,,,,,,1,1,1,,,,,,1,1,1,1,,,,,,,1,,Polyphagous,20,, ,1,,,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,,,,,1,,,,,1,,,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,3,,,,,
1,70.265,1941,,7777,Alcis repandata,Mottled Beauty,Geometridae,1,1,1,1,1,,,1,,,LC,LC,2076,445,,0.02,N,1970 - 2016,-0.041,N,2000 - 2016,-0.271,N,1970 - 2016,,1,1,,,1,,,,,,,,19,26,27.5,1,,,-7.3,Y,,,,,,,1,,,,,,1,1,1,1,1,,,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,1,1,1,,,,,,1,,,Polyphagous,20,, ,1,,,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,,1,1,1,,1,1,,,,,,,1,,1,1,1,1,1,1,,1,,,,,,1,,,,,,,,3,,,,,
1,70.266,1942,,7779,Alcis jubata,Dotted Carpet,Geometridae,1,1,1,1,1,,,1,,,LC,VU,367,3,,-0.55,Y,1970 - 2016,0.146,N,2000 - 2016,2.375,N,1970 - 2016,,1,1,,,,1,,,,,,,13,16,8.9,1,,,0.1,N,,,,,,,,1,,,,,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,1,1,,,,,,,,,,,,,1,1,1,,,,,1,,,Oligophagous (Genus),1,beard lichens Usnea spp.,Usnea spp.,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,Lichens?,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,3,,,,,
1,70.276,1954,,7822,Bupalus piniaria,Bordered White,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1289,94,,0.01,N,1970 - 2016,-0.34,Y,2000 - 2016,-0.317,N,1970 - 2016,1,1,,,1,1,,,,,,,,17,19,15.5,1,,,-5.3,Y,,,,,,1,,,,,,,,,,,,1,1,1,1,1,,,,1,1,1,1,,,,,,1,1,1,,,,,,1,1,1,1,,,,,,,1,,Oligophagous (Family),3,, ,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,3,,,,,
1,70.277,1955,,7824,Cabera pusaria,Common White Wave,Geometridae,1,1,1,1,1,,,1,,,LC,LC,2004,351,,0.22,Y,1970 - 2016,0,N,2000 - 2016,0.774,Y,1970 - 2016,,1,1,,1,1,,,,,,,,15,17,11.5,1,1,,,,,,,,,1,,1,,,,,,,,,,1,1,1,1,1,,,,1,1,1,1,,,1,,,1,1,1,,,,,,1,1,1,1,,,,,,,1,,Polyphagous,7,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,1,,1,,,1,,,,,1,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,3,,,1,,
1,70.278,1956,,7826,Cabera exanthemata,Common Wave,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1951,424,,0.45,Y,1970 - 2016,0.146,N,2000 - 2016,0.812,N,1970 - 2016,,1,1,,1,1,,,,,,,,14,16,9.7,1,1,1,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,,,,1,1,1,1,,,,,,1,1,1,,,,,,1,1,1,1,1,,,,,,1,,Polyphagous,7,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,1,,1,,,,,,,1,1,,1,1,,,,,,,,1,,1,,,,,,3,,,1,,
1,70.283,1961,,7836,Campaea margaritaria,Light Emerald,Geometridae,1,1,1,1,1,,,1,,,LC,LC,2097,314,,0.18,Y,1970 - 2016,0.047,N,2000 - 2016,0.26,N,1970 - 2016,,1,1,,,1,,,,,,,,18,26,25.9,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,1,1,1,1,1,1,,,,1,,,Polyphagous,19,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,,1,,,,,1,1,,1,,1,1,1,,1,1,,1,,,,,,,,,,,,,,,,,3,,,1,,
1,70.284,1962,,7839,Hylaea fasciaria,Barred Red,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1519,180,,0.07,N,1970 - 2016,-0.162,N,2000 - 2016,-0.419,N,1970 - 2016,,1,,,,1,,,,,,,,17,21,17.8,1,,1,-6.4,Y,,,,,,,,1,,,,,1,1,1,1,1,,,,1,1,1,1,,,,,,1,1,,,,,,,,,,,,1,1,1,1,1,,,,,1,,,Oligophagous (Family),2,, ,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,3,,,,,
1,70.285,1963,,7848,Gnophos obfuscata,Scotch Annulet,Geometridae,,1,,,1,,,1,,,LC,LC,107,24,Nationally Scarce,,,,,,,,,,,1,,,1,1,,,,,,,,17,21,17.8,1,,,-1.7,Y,,,,,,,,1,,,,,1,1,1,1,1,1,,,1,1,1,1,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,1,,,Polyphagous,8,, ,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,3,,,,,
1,70.299,1666,,7969,Geometra papilionaria,Large Emerald,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1581,234,,0.07,N,1970 - 2016,-0.101,N,2000 - 2016,-0.117,N,1970 - 2016,1,1,,,,1,,,,,,,,24,29,41.8,1,,,-4.8,Y,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,1,1,1,,,,,,1,,,Polyphagous,5,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,1,,,,,1,,,,,1,,1,,1,1,,1,1,1,,,,,,,1,,,,,,,,3,,,1,,
1,71.012,2000,,8716,Notodonta dromedarius,Iron Prominent,Notodontidae,1,1,1,1,1,,,1,,,LC,LC,1823,228,,-0.04,N,1970 - 2016,0.079,N,2000 - 2016,-0.489,Y,1970 - 2016,,1,,,1,,,,,,,,,18,24,72.9,1,1,,,,,,,,,1,,1,,,,,,,,,,1,1,1,1,1,,,,1,1,1,1,,,,1,,1,1,1,,,,,1,1,1,1,1,,,,,,,1,,Polyphagous,3,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,1,,,,1,1,,1,1,,,,,,,,1,,1,,,,,,3,,,1,,
1,71.013,2003,,8719,Notodonta ziczac,Pebble Prominent,Notodontidae,1,1,1,1,1,,,1,,,LC,LC,1925,392,,0.1,N,1970 - 2016,0.095,N,2000 - 2016,-0.449,Y,1970 - 2016,,1,,,1,,,,,,,,,17,24,67.7,1,1,,,,,,,,,1,,1,,,,,,,,,,1,1,1,1,,,,,1,1,1,1,,,,1,,1,1,1,,,,,1,1,1,1,1,,,,,,,1,,Polyphagous,3,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,1,,1,1,,,,,,,,1,,1,,,,,,3,Wherever hostplants grow,,1,,
1,71.017,2007,,8727,Pheosia tremula,Swallow Prominent,Notodontidae,1,1,1,1,1,,,1,,,LC,LC,1688,147,,0.55,Y,1970 - 2016,0.114,N,2000 - 2016,0.534,N,1970 - 2016,,1,,,1,,,,,,,,,22,28,124.1,1,1,,,,,,,,,1,,1,,,,,,,,,,1,1,1,1,1,,,,1,1,1,1,,,1,,,1,1,1,,,,,1,1,1,1,1,1,,,,,,1,,Polyphagous,3,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,3,Wherever hostplants grow,,1,,
1,71.018,2006,,8728,Pheosia gnoma,Lesser Swallow Prominent,Notodontidae,1,1,1,1,1,,,1,,,LC,LC,1873,260,,0.3,Y,1970 - 2016,0.072,N,2000 - 2016,-0.494,Y,1970 - 2016,,1,,,1,,,,,,,,,20,26,96.2,1,1,,,,,,,,,1,,1,,,,,,,,,,1,1,1,1,1,,,,1,1,1,1,,,1,,,1,1,1,,,,,1,1,1,1,1,1,,,,,,1,,Polyphagous,2,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,3,Wherever hostplants grow,,1,,
1,71.021,2008,,8738,Ptilodon capucina,Coxcomb Prominent,Notodontidae,1,1,1,1,1,,,1,,,LC,LC,1939,313,,-0.1,Y,1970 - 2016,-0.057,N,2000 - 2016,-0.541,Y,1970 - 2016,,1,,,1,,,,,,,,,17,22,58.1,1,1,,,,,,,,,1,,1,,,,,,,,,,1,1,1,1,1,,,,1,1,1,1,,,1,,,1,1,1,,,,,1,1,1,1,1,,,,,,,1,,Polyphagous,16,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,1,1,,1,1,,1,,,,,1,,1,,,,1,1,,1,1,,1,1,,,,,,,,1,,,,,,,,3,,,1,,
1,72.016,2027,,10392,Dicallomera fascelina,Dark Tussock,Erebidae,1,1,1,1,1,,,1,,,LC,NT,214,21,,,,,,,,,,,,1,,,,,1,,,1,,,,18,28,53.4,1,,,-12.7,Y,,,,,,,,1,,,,,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,1,1,1,,,,,,1,,,Polyphagous,12,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,1,1,,1,,,,,,,,1,,,,,,1,,1,1,1,,,,,,,,,1,,,1,3,,,1,,
1,72.026,2057,,10598,Arctia caja,Garden Tiger,Erebidae,1,1,1,1,1,,,1,,,NT,LC,1779,402,,-0.24,Y,1970 - 2016,0.075,N,2000 - 2016,-0.879,Y,1970 - 2016,,1,,,,1,,,,,,,,28,37,124.8,1,,,-5.2,Y,,,,,,,,1,,,,,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,1,1,1,,,,,,1,,,Polyphagous,20,, ,1,,,,,,,,,1,1,1,1,,,,,,,3,,,,,,,,,,,1,,,1,,1,,,1,,,,,,,,,,1,,,,,1,1,1,1,,,,,1,1,1,,1,,1,,1,,,,3,,,,,
1,73.012,2434,,9045,Diachrysia chrysitis,Burnished Brass,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,2128,432,,-0.07,Y,1970 - 2016,0.045,N,2000 - 2016,-0.433,Y,1970 - 2016,,1,,,,,1,,,,,,,16,19,45,1,1,1,,,,,,,,,1,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,,,1,,,,,,,,,,,1,1,1,1,1,,,,1,,,Polyphagous,16,, ,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,1,1,1,,1,,,,,,,,3,,,,,
1,73.018,2444,,9062,Autographa bractea,Gold Spangle,Noctuidae,1,1,1,1,1,,2,1,,,LC,LC,823,185,,-0.34,Y,1970 - 2016,-0.219,N,2000 - 2016,0.065,N,1970 - 2016,1,1,,,,,1,,,,,,,18,21,54.4,1,,,-0.2,N,,,,,,,,1,,,,,1,1,1,1,1,1,,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,1,1,1,,,,,,1,,,Polyphagous,9,, ,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,1,1,1,1,,,1,,,,,1,,,,,,,,,3,,,,,
1,73.021,2447,,9074,Syngrapha interrogationis,Scarce Silver Y,Noctuidae,1,1,1,1,1,,1,1,,,LC,LC,352,73,,-0.71,Y,1990 - 2016,-0.612,Y,2000 - 2016,-0.729,Y,1970 - 2016,1,1,1,,,,1,,,,,,,15,18,40.6,1,,,-1.3,Y,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,1,,,Polyphagous,5,, ,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,,,,,
1,73.022,2439,,9053,Plusia festucae,Gold Spot,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,1618,343,,0.27,Y,1970 - 2016,0.153,N,2000 - 2016,0.867,N,1970 - 2016,,1,,,,,1,,,1,,,,14,19,40.6,1,1,,,,,,,,,,1,,1,,,,1,1,1,1,1,,1,1,1,1,1,1,,,,,,1,,,1,,,,,,,,,,1,1,1,1,1,,,,,1,,,Polyphagous,9,, ,1,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,1,1,1,, ,,1,,1,,1,,1,,1,,,,,,3,,,,,
1,73.023,2440,,9054,Plusia putnami,Lempke's Gold Spot,Noctuidae,1,1,1,,1,,,1,,,LC,NE,595,0,,0.64,Y,1990 - 2016,0.989,Y,2000 - 2016,,,,,1,,,,,1,,,,,,,14,15,32.3,1,,,5.5,Y,,,,,,,,,1,,,,1,1,1,1,1,,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,1,,,Oligophagous (Family),4,, ,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,,,,,3,,,,,
1,73.042,2286,,8782,Acronicta menyanthidis,Light Knot Grass,Noctuidae,1,1,1,1,1,,,1,,,LC,VU,317,19,,-0.39,N,1980 - 2016,0.267,N,2000 - 2016,,,,,1,,,,1,,,,,,,,16,20,47.3,1,,,-8.2,Y,,,,,,,1,,,,,,,,,,,1,1,1,1,,,,,1,1,1,1,1,,,,,1,1,1,,,,,1,1,1,1,,,,,,,,1,,Polyphagous,15,, ,1,,,,,,,3,,,,1,,1,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,1,,1,1,,,,,,,,,,,,,1,,,1,1,,,,,1,1,,,,,,,2,,,,,
1,73.061,2394,,9407,Stilbia anomala,Anomalous,Noctuidae,1,1,1,1,1,,,1,,,VU,LC,454,58,,-0.43,Y,1970 - 2016,-0.474,Y,2000 - 2016,-0.902,Y,1970 - 2016,,1,,,1,,,,,,,,,13,17,34.3,1,,,7.9,Y,,,,,,,,,1,,,,1,1,1,1,1,,,,1,1,1,1,,,,,,,1,1,1,,,,,,,,,,,,1,1,1,1,,,,1,,,Oligophagous (Family),3,, ,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,,,,2,,,,,
1,73.118,2367,,9856,Celaena haworthii,Haworth's Minor,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,540,143,,-0.21,N,1970 - 2016,-0.169,N,2000 - 2016,-0.37,N,1970 - 2016,1,1,,,1,1,,,,,,,,10,14,23.2,1,,,-1.9,Y,1,1,1,,,,,,,1,1,1,,,,1,1,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,1,1,,,1,,,,Polyphagous,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,,,,,,3,,,,,
1,73.154,2330,,9766,Apamea remissa,Dusky Brocade,Noctuidae,1,1,1,1,1,,,1,,,LC,LC,1891,326,,0.26,Y,1970 - 2016,0.039,N,2000 - 2016,-0.563,Y,1970 - 2016,,1,,,1,,,,,,,,,17,19,47.3,1,,,-13.6,Y,,,,,,,1,,,,,,1,1,1,1,,,,1,1,1,1,1,,,,1,1,1,1,,,,,,,,,,,,1,1,1,1,,,,,,1,,,Oligophagous (Family),5,, ,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,4,,,,,,,,,,,,1,1,1,,,,,,1,1,1,1,,,,,,,,,3,,,,,
